School Code,ACT Score,Zscore
212,15,-1.4734881600749927
351,18,-0.35277868557098174
431,20,0.3943609640983589
721,22,1.1415006137676995
731,15,-1.4734881600749927
762,20,0.3943609640983589
2104,18,-0.35277868557098174
331,18,-0.35277868557098174
351,20,0.3943609640983589
461,21,0.7679307889330292
501,18,-0.35277868557098174
521,19,0.020791139263688585
661,19,0.020791139263688585
701,18,-0.35277868557098174
9401,18,-0.35277868557098174
9690,19,0.020791139263688585
31,20,0.3943609640983589
241,20,0.3943609640983589
351,22,1.1415006137676995
